path	trees	sha256	lines	reason	text_hits
Grass/Platform/Win32/ExitProcessCompletion.lean	main,certificate,frontend,lowering,windows,process	b92696894b70c725af60db27633493a3e7bdb399565887d13997b9fd7e94c1fe	118	semantic-boundary-or-consumer	0
Grass/Platform/Win32/ExitProcessRawCompletion.lean	main,certificate,frontend,lowering,windows,process	342cf5e302b89ecbd9f8bdf3171f74e2bbe412a4ed04adbdbcc419d73c3faf6c	46	semantic-boundary-or-consumer	0
Grass/Platform/Win32/ExitProcessRuntime.lean	main,certificate,frontend,lowering,windows,process	6dd2b091c9d7d6519e94d671c6d387c4321f1dfc21bc90f16c46ec5a55a78fab	108	semantic-boundary-or-consumer	0
Grass/Platform/Win32/GetStdHandleRawReturn.lean	main,certificate,frontend,lowering,windows,process	e548ebc50cb8414ff70fc48d31a9321334555a40fd3929bac9c87ca6ac4ceacc	70	semantic-boundary-or-consumer	0
Grass/Platform/Win32/GetStdHandleResult.lean	main,certificate,frontend,lowering,windows,process	e9d292b05677a90e51b88a6688b75ec840307b01a146ccce9472d3400a6ab508	189	semantic-boundary-or-consumer	0
Grass/Platform/Win32/GetStdHandleReturn.lean	main,certificate,frontend,lowering,windows,process	571ee80dc5309011d4654e43c6e76df4d75e1a74f6f4f6e29a70eb796af592a6	147	semantic-boundary-or-consumer	0
Grass/Platform/Win32/GetStdHandleRuntime.lean	main,certificate,frontend,lowering,windows,process	51ea49eb6b3004239948a3ad42ad6a7a8f30e1a09edb5f11e6d43e936ca212c3	206	semantic-boundary-or-consumer	0
Grass/Platform/Win32/GetStdHandleStackPlan.lean	main,certificate,frontend,lowering,windows,process	6c4042006c79bbe0813ed787b518c13b4122b5656fe16c490a215e10f3895995	41	semantic-boundary-or-consumer	0
Grass/Platform/Win32/LoadedAccess.lean	main,certificate,frontend,lowering,windows,process	ed4108372c35266a6e7fa66ca62fd8338d81ac4ec2a85cfa05a9d0b8a4e9d67b	92	semantic-boundary-or-consumer	0
Grass/Platform/Win32/LoadedDataAccess.lean	main,certificate,frontend,lowering,windows,process	cd779a075ef6c119ecf231342eb8e8396f1fc44024d4f236a7a9048d637c2a49	86	semantic-boundary-or-consumer	0
Grass/Platform/Win32/LoaderEntry.lean	main,certificate,frontend,lowering,windows	98547f46ac4c18609abaa049f4c440c1a232a6fe68a72c7ada6b289dfed4f780	332	semantic-boundary-or-consumer	0
Grass/Platform/Win32/LoaderImage.lean	main,certificate,frontend,lowering,windows,process	d576305fd1effce06faf6497400e6d06523a18d5cef4ef417f5cda3c0185c265	140	semantic-boundary-or-consumer	0
Grass/Platform/Win32/LoaderRegion.lean	main,certificate,frontend,lowering,windows,process	2737610a0a4bfbf05e0f32052555034d510b45ecd40493ec3a9b2123736599d3	263	semantic-boundary-or-consumer	0
Grass/Platform/Win32/ProtocolEntry.lean	main,certificate,frontend,lowering,windows,process	ab3e3c02edc7f03bf3e3a05854fa4fef5d29d5324f8d926c7d409a94cb686146	132	semantic-boundary-or-consumer	0
Grass/Platform/Win32/ProviderResume.lean	main,certificate,frontend,lowering,windows,process	8246fe156598e2e5f67ebcf115810ca66280bbf5e5cf5ad4298878989c0c74a2	262	semantic-boundary-or-consumer	0
Grass/Platform/Win32/ProviderResumeFinalization.lean	main,certificate,frontend,lowering,windows,process	e9831f2a287672b02e52ba17e2df22014f897e133936f1b88972c09400ef6622	177	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawEntryEvent.lean	main,certificate,frontend,lowering,windows,process	c8f546bb622b5dc9517747ed2cb196c35f6eb7814ef45d4391d2bb1116f9c5ba	160	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawGetStdHandlePending.lean	main,certificate,frontend,lowering,process	6fe4624e0a26a98381f49607cfe0b51e6ffadb542d9dd91f7db3d4b959e0136f	71	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawPendingInfinite.lean	main,certificate,lowering,process	f501e7790e16558ced5bc9ce301d6b1870ab211c31b952681102f889d3901451	87	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawPendingService.lean	main,certificate,lowering,process	1e7ca54a17a963acddd1b88e1b082bf61802a2925730836f1ac8e1e1d72c6099	131	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawPhasePreservation.lean	main,certificate,frontend,lowering,process	9507d8c7df30161fbf380821f8a36e6a6e0076c6a2da6b9b08247183541fded6	100	text-match	1
Grass/Platform/Win32/RawPrefix.lean	main,certificate,frontend,lowering,process	7f7e7b8347c6385d377e6ddc3361b0ee1f47918beae960a33a3238037321d49d	135	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawPrefixSteps.lean	main,certificate,frontend,lowering,process	694bb11a86c94b9bfa6fe36e9d749cda98545173f12ddd654fa8029cd709a647	39	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawServiceContinuation.lean	main,certificate,frontend,lowering,windows,process	45ec137f44c8d80092786e0066521e559b0f1e1b136ed20ac95030589ff5cdd2	110	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawServiceMetadata.lean	main,certificate,frontend,lowering,windows,process	33df443e8d359860e853b23e5d1fb6e7e9df27753d5d1f716000bdd21c028b09	60	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawServicePrefix.lean	main,certificate,frontend,lowering,process	e7576df24544bf743b2f673e474426bbc03c19d5321093e02b1af14954f35a84	146	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawServicePreservation.lean	main,certificate,frontend,lowering,windows,process	510198f6c49bd18671746e7f864d911c8b944ec1a3fc2dd396fa77ed79baf450	78	semantic-boundary-or-consumer	0
